O*NET-SOC Code,Title,Tech_Skill
15-1221.00,Computer and Information Research Scientists,Video creation and editing software
15-1221.00,Computer and Information Research Scientists,Graphical user interface development software
15-1231.00,Computer Network Support Specialists,Network analyzers
15-1231.00,Computer Network Support Specialists,Voltage or current meters
15-1231.00,Computer Network Support Specialists,Computer servers
15-1231.00,Computer Network Support Specialists,Circuit tester
15-1231.00,Computer Network Support Specialists,Photocopiers
15-1231.00,Computer Network Support Specialists,Notebook computers
15-1231.00,Computer Network Support Specialists,Laser fax machine
15-1231.00,Computer Network Support Specialists,Server load balancer
15-1231.00,Computer Network Support Specialists,Mainframe computers
15-1231.00,Computer Network Support Specialists,Personal computers
15-1231.00,Computer Network Support Specialists,Power meters
15-1231.00,Computer Network Support Specialists,Hard disk arrays
15-1231.00,Computer Network Support Specialists,Access servers
15-1231.00,Computer Network Support Specialists,Screwdrivers
15-1231.00,Computer Network Support Specialists,Document management software
15-1231.00,Computer Network Support Specialists,Transaction security and virus protection software
15-1231.00,Computer Network Support Specialists,Web platform development software
15-1231.00,Computer Network Support Specialists,Operating system software
15-1231.00,Computer Network Support Specialists,Configuration management software
15-1231.00,Computer Network Support Specialists,Network monitoring software
15-1231.00,Computer Network Support Specialists,Project management software
15-1231.00,Computer Network Support Specialists,Enterprise application integration software
15-1231.00,Computer Network Support Specialists,Helpdesk or call center software
15-1231.00,Computer Network Support Specialists,Administration software
15-1231.00,Computer Network Support Specialists,Access software
15-1231.00,Computer Network Support Specialists,Platform interconnectivity software
15-1231.00,Computer Network Support Specialists,Transaction server software
15-1231.00,Computer Network Support Specialists,Customer relationship management CRM software
15-1231.00,Computer Network Support Specialists,Data base management system software
15-1231.00,Computer Network Support Specialists,Backup or archival software
15-1231.00,Computer Network Support Specialists,Storage networking software
15-1231.00,Computer Network Support Specialists,Filesystem software
15-1231.00,Computer Network Support Specialists,Network security and virtual private network VPN equipment software
15-1231.00,Computer Network Support Specialists,Communications server software
15-1231.00,Computer Network Support Specialists,Electronic mail software
15-1231.00,Computer Network Support Specialists,Enterprise system management software
15-1231.00,Computer Network Support Specialists,Network security or virtual private network VPN management software
15-1231.00,Computer Network Support Specialists,Cloud-based management software
15-1231.00,Computer Network Support Specialists,Program testing software
15-1231.00,Computer Network Support Specialists,Data base user interface and query software
15-1231.00,Computer Network Support Specialists,Internet directory services software
15-1231.00,Computer Network Support Specialists,Development environment software
15-1231.00,Computer Network Support Specialists,Enterprise resource planning ERP software
15-1231.00,Computer Network Support Specialists,Spreadsheet software
15-1231.00,Computer Network Support Specialists,Office suite software
15-1231.00,Computer Network Support Specialists,Presentation software
15-1231.00,Computer Network Support Specialists,Cloud-based data access and sharing software
15-1231.00,Computer Network Support Specialists,Word processing software
15-1231.00,Computer Network Support Specialists,Computer aided design CAD software
15-1231.00,Computer Network Support Specialists,Object or component oriented development software
15-1231.00,Computer Network Support Specialists,Desktop communications software
15-1231.00,Computer Network Support Specialists,Cloud-based protection or security software
15-1231.00,Computer Network Support Specialists,Network operating system enhancement software
15-1231.00,Computer Network Support Specialists,Clustering software
15-1231.00,Computer Network Support Specialists,Internet protocol IP multimedia subsystem software
15-1232.00,Computer User Support Specialists,Computer tool kits
15-1232.00,Computer User Support Specialists,Desktop computers
15-1232.00,Computer User Support Specialists,Tape arrays
15-1232.00,Computer User Support Specialists,Mainframe computers
15-1232.00,Computer User Support Specialists,Floppy disks
15-1232.00,Computer User Support Specialists,Special purpose telephones
15-1232.00,Computer User Support Specialists,Network analyzers
15-1232.00,Computer User Support Specialists,Notebook computers
15-1232.00,Computer User Support Specialists,Power meters
15-1232.00,Computer User Support Specialists,Punches or nail sets or drifts
15-1232.00,Computer User Support Specialists,Hard disk arrays
15-1232.00,Computer User Support Specialists,Reflectometers
15-1232.00,Computer User Support Specialists,Screwdrivers
15-1232.00,Computer User Support Specialists,Wire lug crimping tool
15-1232.00,Computer User Support Specialists,Word processing software
15-1232.00,Computer User Support Specialists,Internet directory services software
15-1232.00,Computer User Support Specialists,Document management software
15-1232.00,Computer User Support Specialists,Development environment software
15-1232.00,Computer User Support Specialists,Graphics or photo imaging software
15-1232.00,Computer User Support Specialists,Desktop publishing software
15-1232.00,Computer User Support Specialists,Web page creation and editing software
15-1232.00,Computer User Support Specialists,Object or component oriented development software
15-1232.00,Computer User Support Specialists,Web platform development software
15-1232.00,Computer User Support Specialists,Data base user interface and query software
15-1232.00,Computer User Support Specialists,Expert system software
15-1232.00,Computer User Support Specialists,Data base management system software
15-1232.00,Computer User Support Specialists,Portal server software
15-1232.00,Computer User Support Specialists,File versioning software
15-1232.00,Computer User Support Specialists,Video creation and editing software
15-1232.00,Computer User Support Specialists,Operating system software
15-1232.00,Computer User Support Specialists,Enterprise application integration software
15-1232.00,Computer User Support Specialists,Project management software
15-1232.00,Computer User Support Specialists,Content workflow software
15-1232.00,Computer User Support Specialists,Computer aided design CAD software
15-1232.00,Computer User Support Specialists,Configuration management software
15-1232.00,Computer User Support Specialists,Instant messaging software
15-1232.00,Computer User Support Specialists,Calendar and scheduling software
15-1232.00,Computer User Support Specialists,Helpdesk or call center software
15-1232.00,Computer User Support Specialists,Video conferencing software
15-1232.00,Computer User Support Specialists,Access software
15-1232.00,Computer User Support Specialists,Desktop communications software
15-1232.00,Computer User Support Specialists,Transaction server software
15-1232.00,Computer User Support Specialists,Network monitoring software
15-1232.00,Computer User Support Specialists,Program testing software
15-1232.00,Computer User Support Specialists,Financial analysis software
15-1232.00,Computer User Support Specialists,Filesystem software
15-1232.00,Computer User Support Specialists,Backup or archival software
15-1232.00,Computer User Support Specialists,Application server software
15-1232.00,Computer User Support Specialists,Cloud-based data access and sharing software
15-1232.00,Computer User Support Specialists,Administration software
15-1232.00,Computer User Support Specialists,Transaction security and virus protection software
